link;captcha;reg;actualink;reflink;timer
http://coincheckin.com;reCAPTCHA;TRUE;FALSE;TRUE;0
http://coinfaucet.ga;Solve Media;TRUE;FALSE;TRUE;0
http://crococoin.com;Are You a Human;TRUE;FALSE;TRUE;0
http://crocodile.honor.es;Solve Media;TRUE;FALSE;TRUE;0
http://dailybitcoins.org;reCAPTCHA;TRUE;FALSE;TRUE;0
http://doublebitcoins.com;Are You a Human;TRUE;FALSE;TRUE;0
http://dustbinhead.com;Solve Media;TRUE;FALSE;TRUE;0
http://earnmining.com;Solve Media;TRUE;FALSE;TRUE;0
http://easybitcoins.tk;Solve Media;TRUE;FALSE;TRUE;0
http://elbitcoingratis.es;reCAPTCHA;TRUE;FALSE;TRUE;0
http://elgaby.tk;Solve Media;TRUE;FALSE;TRUE;0
http://faucet.bosshippie.com;Solve Media;TRUE;FALSE;TRUE;0
http://faucet.panzetti.com.br;reCAPTCHA;TRUE;FALSE;TRUE;0
http://freebitcoins.me;reCAPTCHA;TRUE;FALSE;TRUE;0
http://freebitcoins4u.com;reCAPTCHA;TRUE;FALSE;TRUE;0
http://freebtc.in.ua;Solve Media;TRUE;FALSE;TRUE;0
http://freebtc4all.com;none;TRUE;FALSE;TRUE;0
http://freecoins.me;reCAPTCHA;TRUE;FALSE;TRUE;0
http://get-bitcoins.ml;Solve Media;TRUE;FALSE;TRUE;0
http://getfreebitcoins.ru;none;TRUE;FALSE;TRUE;0
http://gratisbitco.in;reCAPTCHA;TRUE;FALSE;TRUE;0
http://greencoins.org;Solve Media;TRUE;FALSE;TRUE;0
http://gs-bitcoin.ga;Solve Media;TRUE;FALSE;TRUE;0
http://hybryda2005.pl;reCAPTCHA;TRUE;FALSE;TRUE;0
http://mistertrufa.net;Solve Media;TRUE;FALSE;TRUE;0
http://nioctib.net;Solve Media;TRUE;FALSE;TRUE;0
http://owlclix.com;Solve Media;TRUE;FALSE;TRUE;0
http://paidautosurf.net;Solve Media;TRUE;FALSE;TRUE;0
http://pingas.net;Solve Media;TRUE;FALSE;TRUE;0
http://pocketcoin.us;Are You a Human;TRUE;FALSE;TRUE;0
http://ptr2015.servegame.com;reCAPTCHA;TRUE;FALSE;TRUE;0
http://rawbitcoins.com;none;TRUE;FALSE;TRUE;0
http://reallibertymedia.com;reCAPTCHA;TRUE;FALSE;TRUE;0
http://route66traffic.com;Solve Media;TRUE;FALSE;TRUE;0
http://shinobifaucet.com;Solve Media;TRUE;FALSE;TRUE;0
http://smallfaucet.pw;Solve Media;TRUE;FALSE;TRUE;0
http://superbtcfaucet.com;Solve Media;TRUE;FALSE;TRUE;0
http://thebitcoinsheep.com;reCAPTCHA;TRUE;FALSE;TRUE;0
http://thefreebitcoins.net;reCAPTCHA;TRUE;FALSE;TRUE;0
http://virtualfaucet.com;reCAPTCHA;TRUE;FALSE;TRUE;0
http://virtualfaucet.net;reCAPTCHA;TRUE;FALSE;TRUE;0
http://xfaucet.cf;reCAPTCHA;TRUE;FALSE;TRUE;0
http://zarabianie-w-sieci.biz.pl;reCAPTCHA;TRUE;FALSE;TRUE;0
http://777bitco.in;Solve Media;TRUE;n;n;
http://999dice.com;none;TRUE;n;n;
http://bitcats.club;Are You a Human;TRUE;n;n;
http://bitcoinaliens.com;Solve Media;TRUE;n;n;
http://bitcoinx.co.in;none;TRUE;n;n;
http://bitonplay.com;none;TRUE;n;n;
http://btc45.net;Solve Media;TRUE;n;n;
http://btcfct.tk;reCAPTCHA;TRUE;n;n;
http://btcgiveaway.tk;Solve Media;TRUE;n;n;
http://ccfaucet.com;reCAPTCHA;TRUE;n;n;
http://chronofaucet.com;reCAPTCHA;TRUE;n;n;
http://coincollecting.ws;Solve Media;TRUE;n;TRUE;
http://coinfree.pl;reCAPTCHA;TRUE;n;n;
http://cryptocombo.com;reCAPTCHA;TRUE;n;n;
http://cryptoplanet.co;Solve Media;TRUE;n;n;
http://faucet.9bitz.eu;Solve Media;TRUE;n;n;
http://freebitco.in;reCAPTCHA;TRUE;n;n;
http://getfree-bitcoin.com;Are You a Human;TRUE;n;n;
http://gobisnis.org;reCAPTCHA;TRUE;n;n;
http://goldsday.com;Solve Media;TRUE;n;n;
http://instantbit.co.in;Solve Media;TRUE;n;n;
http://kami-ike.net;reCAPTCHA;TRUE;n;n;
http://kingbit.co.in;reCAPTCHA;TRUE;n;n;
http://satoshi.chuta.org;reCAPTCHA;TRUE;n;y;
http://sharkbitco.in;Solve Media;TRUE;n;y;
http://topfaucet.cu.cc;Solve Media;TRUE;n;n;
http://treebitcoin.com;Are You a Human;TRUE;n;n;
http://weekendbitcoin.com;Solve Media;TRUE;n;n;
http://bitcostars.com;Are You a Human;TRUE;;;
http://breakingfaucet.com;Solve Media;TRUE;;;
http://free-bitcoin-faucet.tk;reCAPTCHA;TRUE;;;
http://freecoins4.me;reClamper;TRUE;;;
http://moonbit.co.in;Solve Media;TRUE;;;
http://starsbit.com;Solve Media;TRUE;;;
